ts,price,atr,p_up,p_down,p_flat,p_risk,edge,conf,pred_cum_ret_5,action,reason_code,blocked,blocked_reason,portfolio_equity,position_ratio,state,trend_is_downtrend,trend_is_strong_downtrend,trend_score,ret_3_atr,ret_6_atr,ema_fast,ema_slow,breakdown_low_n,trend_reason_codes,fallback_action,reverse_confirm_count,hold_mode,trend_hold_bars,trend_break_count,entry_was_sentinel,sentinel_bars,peak_profit_atr,is_crash,is_model_blind_crash,crash_score,crash_reason_codes,drawdown_24h,ret_12_atr,range_expansion,entry_was_crash,crash_regime_id,trend_direction,trend_strength,trend_phase,trend_score_up,trend_score_down,trend_confidence,trend_age,trend_invalid_count,trend_is_confirmed,trend_is_broken,trend_is_accelerating,trend_is_exhausted,trend_signal_reason_codes,bp_p_long_entry_zone,bp_p_short_entry_zone,bp_p_hold_long,bp_p_hold_short,bp_p_exit_long,bp_p_exit_short,bp_expected_opportunity_roi,is_slow_uptrend,is_stable_slow_uptrend,slow_up_score,slope_24_atr,slope_48_atr,persistence_above_ema_fast,persistence_above_ema_mid,slow_up_exit_votes,entry_was_slow_up,slow_up_reason_codes,lifecycle,lifecycle_bars,min_hold_until,trend_exit_votes,bp_exit_count,runner_active,profit_atr
2025-09-07 23:00:00+00:00,111076.0,299.09784054269613,0.30156710743904114,0.31407809257507324,0.38435477018356323,0.472173810005188,-0.012510985136032104,0.012510985136032104,0.06952466815710068,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-0.5028454893793345,-0.6914125478966213,0.5028454893793345,111116.7776323594,110884.24425321669,0,CLOSE_LT_EMA_FAST,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.004334010102232444,-0.5800777420699329,1.4271815862846189,0,0,NONE,WEAK,NONE,2.0,1.0,0.5,0,4,0,1,0,0,EMA_BULL_STACK|CLOSE_LT_EMA_FAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 00:00:00+00:00,110786.5,318.17656621821766,0.3034478425979614,0.30063384771347046,0.3959183096885681,0.4659770429134369,0.002813994884490967,0.002813994884490967,0.2914958596229553,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,0.7080974022627535,-0.6911256935533661,-0.7080974022627535,111078.60125876093,110891.87864983515,0,CLOSE_LT_EMA_FAST,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.006929037867684951,-0.9045292160284949,1.6715090090089924,0,0,NONE,NONE,NONE,1.0,1.0,0.0,0,5,0,1,0,0,EMA_BULL_STACK|CLOSE_LT_EMA_FAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 01:00:00+00:00,110847.0,315.3425257740593,0.3070831298828125,0.2944425344467163,0.3984742760658264,0.4533125162124634,0.012640595436096191,0.012640595436096191,0.18338094651699066,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,1.1733273179434809,-1.1127582590982719,-1.1733273179434809,111032.73252073658,110873.04505328438,0,CLOSE_LT_EMA_FAST,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.006386726365750994,-1.0182578426801583,1.5679041848826853,0,0,NONE,NONE,NONE,1.0,1.0,0.0,0,6,0,1,0,0,EMA_BULL_STACK|CLOSE_LT_EMA_FAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 02:00:00+00:00,111199.9,348.42520250448365,0.3194440007209778,0.3035634160041809,0.3769926130771637,0.4529711604118347,0.015880584716796875,0.015880584716796875,0.2115909308195114,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,0.23792767975485915,0.3555999942294639,-0.23792767975485915,111083.25025766566,110831.6423780168,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.0032233920015777295,0.3093920853747689,1.6995523911734605,0,0,UP,WEAK,REVERSAL_RISK,2.0,0.0,1.0,0,7,0,1,0,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 03:00:00+00:00,111004.9,347.40911661130605,0.31188756227493286,0.3083450496196747,0.37976741790771484,0.430263876914978,0.0035425126552581787,0.0035425126552581787,0.18687698245048523,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,0.004317675985683054,0.628653623515436,-0.004317675985683054,111055.27393737991,110825.05983451079,0,CLOSE_LT_EMA_FAST,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.004971338164835859,-0.7809236632772169,1.4238780001023417,0,0,NONE,NONE,NONE,0.0,1.0,1.0,0,8,0,1,0,0,CLOSE_LT_EMA_FAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 04:00:00+00:00,110934.7,344.07275113906974,0.30902379751205444,0.2929708659648895,0.39800533652305603,0.42335793375968933,0.016052931547164917,0.016052931547164917,0.17138585448265076,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,0.7649545020018602,0.25488795526429203,-0.7649545020018602,111005.41806214835,110816.09358165826,0,CLOSE_LT_EMA_FAST,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.005600598783608746,-0.6489906546239343,1.420663140304799,0,0,NONE,NONE,NONE,0.0,1.0,1.0,0,9,0,1,0,0,CLOSE_LT_EMA_FAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 05:00:00+00:00,110984.8,332.0246974862786,0.3224557638168335,0.2966111898422241,0.38093301653862,0.43308064341545105,0.025844573974609375,0.025844573974609375,0.22721128165721893,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,0.27467836185218136,-0.6478433731842511,-0.27467836185218136,111013.8578449147,110836.06115280441,0,CLOSE_LT_EMA_FAST,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.005151511077048587,0.17829998927246551,0.8104215632344731,0,0,NONE,NONE,NONE,0.0,1.0,1.0,0,10,0,1,0,0,CLOSE_LT_EMA_FAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 06:00:00+00:00,111068.4,328.96579052297284,0.32698971033096313,0.3035524785518646,0.36945784091949463,0.41300052404403687,0.02343723177909851,0.02343723177909851,0.19829748570919037,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-0.8569280092980006,0.19302918974964228,0.8569280092980006,111049.89093856973,110822.97364179176,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.004402135183467215,0.17205436440674124,0.7564682333753305,0,0,NONE,NONE,NONE,1.0,0.0,1.0,0,11,0,1,0,0,CLOSE_GT_EMA_FAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 07:00:00+00:00,111236.4,342.5325197713315,0.31920796632766724,0.3038916289806366,0.37690040469169617,0.40721961855888367,0.01531633734703064,0.01531633734703064,0.18251486122608185,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-1.1368263669094851,0.8807922827339328,1.1368263669094851,111087.4483982767,110863.48718956832,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.003085659079034353,0.05663695818705116,0.9658846781816484,0,0,NONE,NONE,NONE,1.0,0.0,1.0,0,12,0,1,0,0,CLOSE_GT_EMA_FAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 08:00:00+00:00,111640.0,366.31591121623643,0.31799739599227905,0.3085562288761139,0.37344637513160706,0.43654072284698486,0.009441167116165161,0.009441167116165161,0.3111499547958374,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-1.2014220145087136,1.7886200952194846,1.2014220145087136,111135.22316531715,110910.47921068601,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.002113938137142335,0.9751146184560402,1.4581193641121337,0,0,UP,WEAK,EARLY,3.0,0.0,1.0,0,13,0,1,0,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 09:00:00+00:00,112059.9,377.9576318436483,0.31161409616470337,0.31169217824935913,0.3766937553882599,0.4290761947631836,-7.808208465576172e-05,7.808208465576172e-05,0.2453930675983429,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-2.7913181560954095,2.623309906889667,2.7913181560954095,111303.27763908023,110966.76658799635,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-6.067814970911467e-05,2.787349457295274,1.6651692991353886,0,0,UP,STRONG,EARLY,5.0,1.0,0.8,1,0,1,0,1,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK|RET12_UP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 10:00:00+00:00,112005.5,370.79637242624466,0.3070197105407715,0.3127126395702362,0.3802676200866699,0.4121517539024353,-0.005692929029464722,0.005692929029464722,0.19376416504383087,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-2.8878383922512523,2.074184261748645,2.8878383922512523,111394.89099596137,111025.67375929722,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.0012350192609501542,2.178014835246658,1.4178801138129753,0,0,UP,NORMAL,EARLY,4.0,1.0,0.75,2,0,1,0,1,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK|RET12_UP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 11:00:00+00:00,112022.0,370.6894886815131,0.3077636659145355,0.3083738386631012,0.3838624656200409,0.4107034206390381,-0.0006101727485656738,0.0006101727485656738,0.1864674836397171,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-2.7980291636786405,1.0305120907493672,2.7980291636786405,111452.37146345314,111102.61907856274,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.0010878870024254583,2.5520011462013126,1.092682473700103,0,0,UP,WEAK,EARLY,3.0,0.0,1.0,2,1,0,0,0,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK|RET12_UP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 12:00:00+00:00,111990.1,361.0116680614059,0.31150513887405396,0.3076963424682617,0.38079845905303955,0.39628973603248596,0.0038087964057922363,0.0038087964057922363,0.08006174117326736,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-2.553103075447512,-0.19334555133579728,2.553103075447512,111543.24873845435,111177.13014118305,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.0013723427022399592,3.3339642634356097,0.8191081915461683,0,0,UP,NORMAL,EARLY,4.0,0.0,1.0,3,0,1,0,0,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK|RET12_UP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 13:00:00+00:00,111864.3,373.1536917713055,0.3225574493408203,0.30740904808044434,0.3700335621833801,0.4150501489639282,0.015148401260375977,0.015148401260375977,0.2430260330438614,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-1.6826846788503154,-0.37839636351912137,1.6826846788503154,111640.17954083864,111228.85609516066,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.004154685705637817,2.7262225255524877,1.014688634459661,0,0,UP,WEAK,EARLY,3.0,0.0,1.0,3,1,0,0,0,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK|RET12_UP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 14:00:00+00:00,112586.2,410.5427137876402,0.32378560304641724,0.30694228410720825,0.3692721724510193,0.43039456009864807,0.016843318939208984,0.016843318939208984,0.28977909684181213,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-2.3047540931135226,1.3742784393729093,2.3047540931135226,111759.45317425727,111298.14101327262,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.0012862455114467375,3.3767497350277877,1.4020679405967758,0,0,UP,NORMAL,CONTINUATION,4.0,0.0,1.0,4,0,1,0,1,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK|RET12_UP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 15:00:00+00:00,112573.6,410.3896628028094,0.3177800178527832,0.3108096122741699,0.37141045928001404,0.4184495508670807,0.006970405578613281,0.006970405578613281,0.26048725843429565,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-1.2517371819056817,1.4218194386644905,1.2517371819056817,111875.25006081794,111358.25189520975,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.0026048219329550815,3.822464701684666,1.526343136236101,0,0,UP,NORMAL,CONTINUATION,4.0,0.0,1.0,5,0,1,0,0,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK|RET12_UP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 16:00:00+00:00,112345.8,409.7118297454655,0.32274946570396423,0.3064139187335968,0.37083664536476135,0.41582512855529785,0.01633554697036743,0.01633554697036743,0.35020846128463745,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-0.8305837793636937,1.1752162496726861,0.8305837793636937,111954.39120829068,111424.14494665641,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.004623115934067945,3.4441280372027707,1.3908824998216411,0,0,UP,NORMAL,CONTINUATION,4.0,0.0,1.0,6,0,1,0,0,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK|RET12_UP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 17:00:00+00:00,112168.1,413.61098476364674,0.30557847023010254,0.30870676040649414,0.3857147991657257,0.4330405294895172,-0.0031282901763916016,0.0031282901763916016,0.15854115784168243,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-0.35323046384634343,-1.0108532302131912,0.35323046384634343,111998.5310365901,111444.27178400272,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.006197527013952597,2.860900806771818,1.0264655806409422,0,0,UP,NORMAL,CONTINUATION,4.0,0.0,1.0,7,0,1,0,0,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK|RET12_UP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 18:00:00+00:00,112425.3,407.6602001376722,0.30837368965148926,0.30369657278060913,0.387929767370224,0.4447314441204071,0.004677116870880127,0.004677116870880127,0.20312049984931946,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-1.06755577280545,-0.36378336651436677,1.06755577280545,112086.8186715494,111531.42786021654,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.003918750819544292,3.3285074175545364,0.9521344377190198,0,0,UP,NORMAL,CONTINUATION,4.0,0.0,1.0,8,0,1,0,0,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK|RET12_UP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 19:00:00+00:00,112051.0,414.13447155641006,0.30604878067970276,0.3040257394313812,0.38992545008659363,0.4448374807834625,0.002023041248321533,0.002023041248321533,0.20168082416057587,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-0.45081975257538137,-0.7118460795887831,0.45081975257538137,112135.67608098133,111601.71572416706,0,CLOSE_LT_EMA_FAST,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.007235025817860952,1.966993949908484,1.006069566570703,0,0,NONE,WEAK,NONE,2.0,1.0,0.5,8,1,0,0,0,0,EMA_BULL_STACK|RET12_UP|CLOSE_LT_EMA_FAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 20:00:00+00:00,111919.4,402.6248664452379,0.3057992160320282,0.29568159580230713,0.39851921796798706,0.4348285496234894,0.01011762022972107,0.01011762022972107,0.15735141932964325,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,1,0,1.656132185493556,-0.6176965724839005,-1.656132185493556,112158.96654539107,111625.89460795828,0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.008400993730707573,0.6939462096983922,0.8389129654945131,0,0,NONE,NONE,NONE,1.0,1.0,0.0,0,2,0,1,0,0,EMA_BULL_STACK|CLOSE_LT_EMA_FAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 21:00:00+00:00,112271.8,403.1302331277207,0.3200710117816925,0.2967967391014099,0.3831322193145752,0.4401451051235199,0.023274272680282593,0.023274272680282593,0.2327650785446167,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,0.7486414443750883,-0.3807702508667162,-0.7486414443750883,112168.99744673008,111673.75333582923,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.005278751386580405,0.525636587352837,0.8897233504483116,0,0,UP,WEAK,EARLY,3.0,0.0,1.0,0,3,0,1,0,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 22:00:00+00:00,112186.7,395.7923593328831,0.3128066658973694,0.3006211519241333,0.3865721523761749,0.450044721364975,0.012185513973236084,0.012185513973236084,0.2379673570394516,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,0.4019784522070422,0.3428565428315051,-0.4019784522070422,112173.94359132941,111712.19322217896,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.006032732156969867,0.45781581106167324,0.7429177514222294,0,0,UP,WEAK,REVERSAL_RISK,2.0,0.0,1.0,0,4,0,1,0,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-08 23:00:00+00:00,112012.6,390.6143336662488,0.32023248076438904,0.2886504530906677,0.391117125749588,0.4296087920665741,0.031582027673721313,0.031582027673721313,0.4135090112686157,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,0.3980908701954171,0.2385985151268007,-0.3980908701954171,112144.82432894903,111704.7328841564,0,CLOSE_LT_EMA_FAST,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.007575247458083578,-0.024064657105045684,0.8149199589937665,0,0,NONE,NONE,NONE,1.0,1.0,0.0,0,5,0,1,0,0,EMA_BULL_STACK|CLOSE_LT_EMA_FAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-09 00:00:00+00:00,111597.9,408.90616697580225,0.3217710256576538,0.283367395401001,0.39486163854599,0.4084109961986542,0.03840363025665283,0.03840363025665283,0.35659000277519226,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,1,1,2.0234471055286667,-1.648055359458269,-2.0234471055286667,112043.73591249055,111711.64605181837,0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST,,0,NORMAL,0,0,0,0,0.0,0,0,0.02344710552866669,,-0.011249463973717955,-0.9591442528261521,0.9939268285527041,0,0,NONE,NONE,NONE,1.0,1.0,0.0,0,6,0,1,0,0,EMA_BULL_STACK|CLOSE_LT_EMA_FAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-09 01:00:00+00:00,111313.1,413.9842979061021,0.33094561100006104,0.2847539484500885,0.3843004107475281,0.42270201444625854,0.046191662549972534,0.046191662549972534,0.2567468583583832,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,1,0,1.7824347535214031,-2.11022496364859,-1.7824347535214031,112028.57578054658,111679.82283243892,0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.013772774472036287,-1.3314514651592355,1.1125177427398638,0,0,NONE,WEAK,NONE,1.0,2.0,0.5,0,7,0,1,0,0,EMA_BULL_STACK|CLOSE_LT_EMA_FAST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-09 02:00:00+00:00,111280.0,409.4068480556658,0.33409175276756287,0.2865184545516968,0.37938976287841797,0.4294329881668091,0.04757329821586609,0.04757329821586609,0.25414106249809265,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,1,0,1.5617716289715233,-1.7894180409517635,-1.5617716289715233,111911.71296049526,111683.11319397404,0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.014066038437957396,-3.1904693490187954,1.1814926686803575,0,0,NONE,WEAK,NONE,2.0,3.0,0.3333333333333333,0,8,0,1,0,0,EMA_BULL_STACK|CLOSE_LT_EMA_FAST|RET12_DOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-09 03:00:00+00:00,111657.6,417.23493033740397,0.3310473561286926,0.2980760633945465,0.37087658047676086,0.42462173104286194,0.03297129273414612,0.03297129273414612,0.22342811524868011,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,1,0,1.4720723394451036,0.14308485617859043,-1.4720723394451036,111841.93227498003,111665.74570234233,0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.010720525642434198,-2.1954058334935223,1.0597269959736786,0,0,NONE,WEAK,NONE,1.0,2.0,0.5,0,9,0,1,0,0,EMA_BULL_STACK|CLOSE_LT_EMA_FAST|RET12_DOWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-09 04:00:00+00:00,111979.9,422.9110067418749,0.32950758934020996,0.2965996265411377,0.37389272451400757,0.41003724932670593,0.032907962799072266,0.032907962799072266,0.3092925250530243,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,0.4889917658875782,1.5766910517109616,-0.4889917658875782,111839.22054406571,111651.29127820618,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.007864967448585891,-0.8651938449626045,1.0525869544272035,0,0,UP,WEAK,REVERSAL_RISK,2.0,0.0,1.0,0,10,0,1,0,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-09 05:00:00+00:00,112152.2,422.5387919745979,0.3182729184627533,0.29865095019340515,0.38307613134384155,0.4053988456726074,0.019621968269348145,0.019621968269348145,0.3149500787258148,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-0.3303838668814666,2.0641891740260188,0.3303838668814666,111922.01801598226,111690.02732453191,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.006338400036857372,-0.03762968111331327,1.0796418517507242,0,0,UP,NORMAL,EARLY,4.0,0.0,1.0,1,0,1,0,0,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-09 06:00:00+00:00,112989.5,464.91459254784115,0.31296709179878235,0.29782187938690186,0.3892109990119934,0.38919469714164734,0.015145212411880493,0.015145212411880493,0.31429633498191833,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-2.9932379458638003,2.864827263650447,2.9932379458638003,112035.82497096862,111788.02560256235,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.0012560593149925081,1.2135562295604632,1.3607451598974247,0,0,UP,NORMAL,EARLY,4.0,0.0,1.0,2,0,1,0,0,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-09-09 07:00:00+00:00,112950.1,470.1421216515672,0.2998250424861908,0.315603643655777,0.38457125425338745,0.40032610297203064,-0.01577860116958618,0.01577860116958618,0.17058999836444855,HOLD,HOLD_NO_ENTRY,0,,0.858826165767487,0.0,FLAT,0,0,-3.48192583606286,2.0636313049164494,3.48192583606286,112158.75515184576,111859.74091475736,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,-0.002542432752256296,1.9124004393427843,1.3875834645600056,0,0,UP,STRONG,EARLY,5.0,0.0,1.0,3,0,1,0,0,0,CLOSE_GT_EMA_FAST|EMA_BULL_STACK|RET12_UP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
