ts,price,atr,p_up,p_down,p_flat,p_risk,edge,conf,pred_cum_ret_5,action,reason_code,blocked,blocked_reason,portfolio_equity,position_ratio,state,trend_is_downtrend,trend_is_strong_downtrend,trend_score,ret_3_atr,ret_6_atr,ema_fast,ema_slow,breakdown_low_n,trend_reason_codes,fallback_action,reverse_confirm_count,hold_mode,trend_hold_bars,trend_break_count,entry_was_sentinel,sentinel_bars,peak_profit_atr,is_crash,is_model_blind_crash,crash_score,crash_reason_codes,drawdown_24h,ret_12_atr,range_expansion,entry_was_crash,crash_regime_id,trend_direction,trend_strength,trend_phase,trend_score_up,trend_score_down,trend_confidence,trend_age,trend_invalid_count,trend_is_confirmed,trend_is_broken,trend_is_accelerating,trend_is_exhausted,trend_signal_reason_codes,bp_p_long_entry_zone,bp_p_short_entry_zone,bp_p_hold_long,bp_p_hold_short,bp_p_exit_long,bp_p_exit_short,bp_expected_opportunity_roi,is_slow_uptrend,is_stable_slow_uptrend,slow_up_score,slope_24_atr,slope_48_atr,persistence_above_ema_fast,persistence_above_ema_mid,slow_up_exit_votes,entry_was_slow_up,slow_up_reason_codes,lifecycle,lifecycle_bars,min_hold_until,trend_exit_votes,bp_exit_count,runner_active,profit_atr
2025-06-28 21:00:00+00:00,107270.1,246.73384924592725,0.31181949377059937,0.27925893664360046,0.40892156958580017,0.4217870831489563,0.0325605571269989,0.0325605571269989,0.10336269438266754,HOLD,HOLD_NO_ENTRY,0,,1.0,0.0,FLAT,0,0,0.0,0.0,0.0,107270.1,107270.1,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,0.0,0.0,1.0,0,0,NONE,NONE,NONE,0.0,0.0,0.0,0,11,0,1,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-06-28 22:00:00+00:00,107309.0,237.26000287121857,0.3212476670742035,0.28320252895355225,0.39554980397224426,0.42049476504325867,0.038045138120651245,0.038045138120651245,0.16931003332138062,HOLD,HOLD_NO_ENTRY,0,,1.0,0.0,FLAT,0,0,0.0,0.0,0.0,107309.0,107309.0,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,0.0,0.0,1.0,0,0,NONE,NONE,NONE,0.0,0.0,0.0,0,12,0,1,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-06-28 23:00:00+00:00,107241.0,226.27000266613217,0.31177663803100586,0.28939083218574524,0.3988325297832489,0.40709054470062256,0.02238580584526062,0.02238580584526062,0.07197754085063934,HOLD,HOLD_NO_ENTRY,0,,1.0,0.0,FLAT,0,0,0.0,0.0,0.0,107241.0,107241.0,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,0.0,0.0,1.0,0,0,NONE,NONE,NONE,0.0,0.0,0.0,0,13,0,1,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-06-29 00:00:00+00:00,107421.4,229.50785961855172,0.3074883818626404,0.2888202369213104,0.4036913514137268,0.3952677845954895,0.018668144941329956,0.018668144941329956,0.041820988059043884,HOLD,HOLD_NO_ENTRY,0,,1.0,0.0,FLAT,0,0,0.0,0.0,0.0,107421.4,107421.4,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,0.0,0.0,1.0,0,0,NONE,NONE,NONE,0.0,0.0,0.0,0,14,0,1,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-06-29 01:00:00+00:00,107269.4,225.22872678865457,0.31977352499961853,0.29402872920036316,0.3861977756023407,0.4173499345779419,0.02574479579925537,0.02574479579925537,0.1863212287425995,HOLD,HOLD_NO_ENTRY,0,,1.0,0.0,FLAT,0,0,0.0,0.0,0.0,107269.4,107269.4,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,0.0,0.0,1.0,0,0,NONE,NONE,NONE,0.0,0.0,0.0,0,15,0,1,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-06-29 02:00:00+00:00,107252.2,223.92667487517923,0.30068275332450867,0.2858402729034424,0.41347694396972656,0.4021499454975128,0.014842480421066284,0.014842480421066284,0.011192914098501205,HOLD,HOLD_NO_ENTRY,0,,1.0,0.0,FLAT,0,0,0.0,0.0,0.0,107252.2,107252.2,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,0.0,0.0,1.0,0,0,NONE,NONE,NONE,0.0,0.0,0.0,0,16,0,1,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-06-29 03:00:00+00:00,107156.5,216.0961980983809,0.31337210536003113,0.2786737382411957,0.4079541265964508,0.422663152217865,0.03469836711883545,0.03469836711883545,0.07818499207496643,HOLD,HOLD_NO_ENTRY,0,,1.0,0.0,FLAT,0,0,0.0,0.0,0.0,107156.5,107156.5,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,0.0,0.0,1.0,0,0,NONE,NONE,NONE,0.0,0.0,0.0,0,17,0,1,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-06-29 04:00:00+00:00,107220.2,205.43218394849677,0.30795860290527344,0.2824452817440033,0.40959611535072327,0.4150974154472351,0.02551332116127014,0.02551332116127014,0.05832809954881668,HOLD,HOLD_NO_ENTRY,0,,1.0,0.0,FLAT,0,0,0.0,0.0,0.0,107220.2,107220.2,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,0.0,0.0,1.0,0,0,NONE,NONE,NONE,0.0,0.0,0.0,0,18,0,1,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-06-29 05:00:00+00:00,107260.0,198.77274223788964,0.3165808916091919,0.283909410238266,0.39950963854789734,0.41875189542770386,0.0326714813709259,0.0326714813709259,0.14421716332435608,HOLD,HOLD_NO_ENTRY,0,,1.0,0.0,FLAT,0,0,0.0,0.0,0.0,107260.0,107260.0,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,0.0,0.0,1.0,0,0,NONE,NONE,NONE,0.0,0.0,0.0,0,19,0,1,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-06-29 06:00:00+00:00,107328.8,190.29611779232653,0.30413103103637695,0.2906801998615265,0.40518879890441895,0.41325998306274414,0.013450831174850464,0.013450831174850464,-0.01698961853981018,HOLD,HOLD_NO_ENTRY,0,,1.0,0.0,FLAT,0,0,0.0,0.0,0.0,107328.8,107328.8,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,0.0,0.0,1.0,0,0,NONE,NONE,NONE,0.0,0.0,0.0,0,20,0,1,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-06-29 07:00:00+00:00,107367.2,184.03925223573262,0.3098655641078949,0.2978019118309021,0.3923325538635254,0.41357943415641785,0.012063652276992798,0.012063652276992798,0.06016404181718826,HOLD,HOLD_NO_ENTRY,0,,1.0,0.0,FLAT,0,0,0.0,0.0,0.0,107367.2,107367.2,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,0.0,0.0,1.0,0,0,NONE,NONE,NONE,0.0,0.0,0.0,0,21,0,1,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-06-29 08:00:00+00:00,107658.0,195.52216279032234,0.3045092225074768,0.28981131315231323,0.4056794345378876,0.40910643339157104,0.014697909355163574,0.014697909355163574,-0.005970080848783255,HOLD,HOLD_NO_ENTRY,0,,1.0,0.0,FLAT,0,0,0.0,0.0,0.0,107658.0,107658.0,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,0.0,0.0,1.0,0,0,NONE,NONE,NONE,0.0,0.0,0.0,0,22,0,1,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-06-29 09:00:00+00:00,107852.1,206.51343687672747,0.302361398935318,0.30654793977737427,0.39109063148498535,0.4201273024082184,-0.004186540842056274,0.004186540842056274,0.060706257820129395,HOLD,HOLD_NO_ENTRY,0,,1.0,0.0,FLAT,0,0,0.0,0.0,0.0,107852.1,107852.1,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,0.0,0.0,1.0,0,0,NONE,NONE,NONE,0.0,0.0,0.0,0,23,0,1,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-06-29 10:00:00+00:00,108121.5,224.31961995696145,0.2999783754348755,0.3097510039806366,0.3902705907821655,0.4191236197948456,-0.009772628545761108,0.009772628545761108,0.021365515887737274,HOLD,HOLD_NO_ENTRY,0,,1.0,0.0,FLAT,0,0,0.0,0.0,0.0,108121.5,108121.5,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,0.0,0.0,1.0,0,0,NONE,NONE,NONE,0.0,0.0,0.0,0,24,0,1,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
2025-06-29 11:00:00+00:00,108448.3,237.49678996003584,0.31216707825660706,0.3110066056251526,0.37682634592056274,0.4196620583534241,0.0011604726314544678,0.0011604726314544678,0.14017543196678162,HOLD,HOLD_NO_ENTRY,0,,1.0,0.0,FLAT,0,0,0.0,0.0,0.0,108448.3,108448.3,0,,,0,NORMAL,0,0,0,0,0.0,0,0,0.0,,0.0,0.0,1.0,0,0,NONE,NONE,NONE,0.0,0.0,0.0,0,25,0,1,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,DISABLED,NONE,0,-1,0,0,0,0.0
