entry_ts,exit_ts,side,entry_price,exit_price,max_position_ratio,avg_position_ratio,add_count,bars_held,entry_reason,exit_reason,gross_pnl,fee,slippage_cost,net_pnl,return_on_equity,return_on_margin,max_adverse_excursion,max_favorable_excursion,entry_trend_context,exit_trend_context,entry_was_probe,entry_was_sentinel,entry_was_crash,hold_mode,entry_trend_direction,entry_trend_strength,entry_trend_phase,exit_trend_direction,exit_trend_phase,trend_upgrade_done,trend_exit_reason
2025-06-29 18:00:00+00:00,2025-06-29 20:00:00+00:00,SHORT,107464.0029,107346.5,0.06,0.06,0,2,OPEN_SHORT_CRASH,CLOSE_CRASH_FAILED,0.0013120996444848426,0.00047999999999999996,0.0,0.0008320996444848427,0.0013120996444848426,0.02186832740808071,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST,0,0,1,CRASH,NONE,NONE,NONE,NONE,NONE,0,
2025-07-02 07:00:00+00:00,2025-07-02 09:00:00+00:00,SHORT,106943.00712,107691.5,0.08746689856052399,0.08746689856052399,1,2,OPEN_SHORT_SIGNAL,CLOSE_HARD_STOP,-0.012243596392379978,0.0006997351884841918,0.0,-0.01294333158086417,-0.012243596392379978,-0.1399797705632359,0.0,0.0,EMA_FAST_LT_EMA_SLOW,,0,0,0,NORMAL,UP,WEAK,EARLY,UP,EARLY,0,
2025-07-02 10:00:00+00:00,2025-07-02 16:00:00+00:00,SHORT,107569.88171999999,108695.4,0.11629689186811447,0.11629689186811447,2,6,OPEN_SHORT_SIGNAL,CLOSE_HARD_STOP,-0.024336603445462384,0.0009303751349449158,0.0,-0.0252669785804073,-0.024336603445462384,-0.2092627159207411,0.0,0.0,,,0,0,0,NORMAL,UP,WEAK,EARLY,UP,EARLY,0,
2025-07-04 16:00:00+00:00,2025-07-04 18:00:00+00:00,SHORT,107513.09308,107824.9,0.06,0.06,0,2,OPEN_SHORT_CRASH,CLOSE_CRASH_FAILED,-0.0034802115098815814,0.00047999999999999996,0.0,-0.003960211509881581,-0.0034802115098815814,-0.05800352516469302,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,WEAK,EARLY,DOWN,EARLY,0,
2025-07-22 08:00:00+00:00,2025-07-22 12:00:00+00:00,SHORT,117935.9081,119142.2,0.11662725284695627,0.11662725284695627,2,4,OPEN_SHORT_SIGNAL,CLOSE_HARD_STOP,-0.0238581298427353,0.0009330180227756502,0.0,-0.02479114786551095,-0.0238581298427353,-0.20456736534850095,0.0,0.0,EMA_FAST_LT_EMA_SLOW,,0,0,0,NORMAL,NONE,WEAK,NONE,UP,EARLY,0,
2025-07-25 04:00:00+00:00,2025-07-25 08:00:00+00:00,SHORT,115361.62306,115288.9,0.06,0.06,0,4,OPEN_SHORT_CRASH,CLOSE_CRASH_FAILED,0.0007564705634786054,0.00047999999999999996,0.0,0.0002764705634786055,0.0007564705634786054,0.012607842724643424,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW|LOWER_HIGH_LOW,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,STRONG,EARLY,DOWN,CONTINUATION,0,
2025-07-30 16:00:00+00:00,2025-07-30 18:00:00+00:00,SHORT,117926.31001999999,117748.1,0.0861468069255352,0.0861468069255352,1,2,OPEN_SHORT_SIGNAL,CLOSE_TREND_BROKEN,0.0026036978826066374,0.0006891744554042816,0.0,0.0019145234272023557,0.0026036978826066374,0.030223962739063085,0.0,0.0,CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,0,0,0,TREND,NONE,NONE,NONE,NONE,NONE,0,CLOSE_TREND_BROKEN
2025-07-31 02:00:00+00:00,2025-07-31 10:00:00+00:00,SHORT,118001.49498,118562.4,0.11706043407320976,0.11706043407320976,2,8,OPEN_SHORT_SIGNAL,CLOSE_MAX_HOLD_BARS,-0.011128636145867472,0.0009364834725856781,0.0,-0.012065119618453149,-0.011128636145867472,-0.09506744301757507,0.0,0.0,,,0,0,0,NORMAL,NONE,NONE,NONE,UP,EARLY,0,
2025-08-05 23:00:00+00:00,2025-08-06 02:00:00+00:00,LONG,113932.78199999999,113777.2,0.11533834859728814,0.11533834859728814,2,3,OPEN_LONG_SIGNAL,CLOSE_REVERSE_SIGNAL,-0.003150027698167274,0.0009227067887783051,0.0,-0.004072734486945579,-0.003150027698167274,-0.027311191260122984,0.0,0.0,EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,0,NORMAL,NONE,NONE,NONE,NONE,NONE,0,
2025-08-14 13:00:00+00:00,2025-08-14 15:00:00+00:00,SHORT,118798.43556,118752.1,0.06,0.06,0,2,OPEN_SHORT_CRASH,CLOSE_CRASH_FAILED,0.0004680421230960417,0.00047999999999999996,0.0,-1.195787690395824e-05,0.0004680421230960417,0.007800702051600696,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,NONE,WEAK,NONE,NONE,NONE,0,
