entry_ts,exit_ts,side,entry_price,exit_price,max_position_ratio,avg_position_ratio,add_count,bars_held,entry_reason,exit_reason,gross_pnl,fee,slippage_cost,net_pnl,return_on_equity,return_on_margin,max_adverse_excursion,max_favorable_excursion,entry_trend_context,exit_trend_context,entry_was_probe,entry_was_sentinel,entry_was_crash,hold_mode,entry_trend_direction,entry_trend_strength,entry_trend_phase,exit_trend_direction,exit_trend_phase,trend_upgrade_done,trend_exit_reason,lifecycle,runner_active
2025-12-25 13:00:00+00:00,2025-12-25 16:00:00+00:00,SHORT,87516.29324,88339.0,0.11250681206583976,0.11250681206583976,2,3,OPEN_SHORT_SIGNAL,CLOSE_HARD_STOP,-0.02115265887205349,0.0009000544965267181,0.0,-0.02205271336858021,-0.02115265887205349,-0.1880122499575831,0.0,0.0,CLOSE_LT_EMA_FAST,,0,0,0,NORMAL,NONE,NONE,NONE,UP,EARLY,0,,NONE,0
2025-12-26 04:00:00+00:00,2025-12-26 10:00:00+00:00,SHORT,88778.44076,88782.9,0.11781873479485512,0.11781873479485512,2,6,OPEN_SHORT_SIGNAL,CLOSE_REVERSE_SIGNAL,-0.00011835801810633133,0.000942549878358841,0.0,-0.0010609078964651723,-0.00011835801810633133,-0.0010045772288457791,0.0,0.0,,,0,0,0,NORMAL,UP,WEAK,CONTINUATION,UP,EARLY,0,,NONE,0
2025-12-26 11:00:00+00:00,2025-12-26 14:00:00+00:00,SHORT,88699.65651999999,88959.2,0.11068799272179604,0.11068799272179604,2,3,OPEN_SHORT_SIGNAL,CLOSE_REVERSE_SIGNAL,-0.006477668111094159,0.0008855039417743683,0.0,-0.007363172052868527,-0.006477668111094159,-0.058521868107005735,0.0,0.0,,,0,0,0,NORMAL,UP,NORMAL,EARLY,UP,CONTINUATION,0,,NONE,0
2025-12-29 10:00:00+00:00,2025-12-29 14:00:00+00:00,SHORT,88050.58636,87354.3,0.06,0.06,0,4,OPEN_SHORT_CRASH,CLOSE_CRASH_FAILED,0.009489359089374245,0.00047999999999999996,0.0,0.009009359089374246,0.009489359089374245,0.1581559848229041,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST,0,0,1,CRASH,NONE,WEAK,NONE,NONE,NONE,0,,PROBATION,0
2025-12-31 18:00:00+00:00,2025-12-31 21:00:00+00:00,SHORT,87569.68256,87629.0,0.06,0.06,0,3,OPEN_SHORT_CRASH,CLOSE_SHORT_REVERSE_CONFIRMED,-0.0008128489897314375,0.00047999999999999996,0.0,-0.0012928489897314375,-0.0008128489897314375,-0.013547483162190625,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,NONE,WEAK,NONE,DOWN,REVERSAL_RISK,0,,PROBATION,0
2026-01-01 02:00:00+00:00,2026-01-01 10:00:00+00:00,LONG,87934.18332000001,87846.8,0.035491405799984936,0.035491405799984936,2,8,OPEN_LONG_SIGNAL,CLOSE_MAX_HOLD_BARS,-0.0007053814007651893,0.0002839312463998795,0.0,-0.000989312647165069,-0.0007053814007651893,-0.019874710084475965,0.0,0.0,EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,0,NORMAL,DOWN,WEAK,EARLY,NONE,NONE,0,,NONE,0
2026-01-01 11:00:00+00:00,2026-01-01 12:00:00+00:00,LONG,87851.36676,87980.1,0.05792278498411179,0.05792278498411179,0,1,OPEN_LONG_SIGNAL,CLOSE_REVERSE_SIGNAL,0.0016975462205838397,0.0004633822798728943,0.0,0.0012341639407109453,0.0016975462205838397,0.029307054573592693,0.0,0.0,EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,0,NORMAL,NONE,NONE,NONE,NONE,NONE,0,,NONE,0
2026-01-10 08:00:00+00:00,2026-01-10 13:00:00+00:00,LONG,90645.22542,90696.6,0.11311455592513085,0.11311455592513085,2,5,OPEN_LONG_SIGNAL,CLOSE_REVERSE_SIGNAL,0.0012821883945049568,0.0009049164474010467,0.0,0.00037727194710391004,0.0012821883945049568,0.011335308564121682,0.0,0.0,EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,0,NORMAL,NONE,NONE,NONE,NONE,NONE,0,,NONE,0
2026-01-12 09:00:00+00:00,2026-01-12 11:00:00+00:00,SHORT,90695.8572,90394.6,0.06,0.06,0,2,OPEN_SHORT_CRASH,CLOSE_CRASH_FAILED,0.003985944354688686,0.00047999999999999996,0.0,0.0035059443546886864,0.003985944354688686,0.06643240591147812,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST,0,0,1,CRASH,NONE,WEAK,NONE,NONE,NONE,0,,PROBATION,0
2026-01-13 04:00:00+00:00,2026-01-13 12:00:00+00:00,LONG,91399.17618,91962.1,0.11213072612881661,0.11213072612881661,2,8,OPEN_LONG_SIGNAL,CLOSE_MAX_HOLD_BARS,0.013812171910061625,0.0008970458090305328,0.0,0.012915126101031092,0.013812171910061625,0.12317918903150685,0.0,0.0,CLOSE_LT_EMA_FAST,,0,0,0,NORMAL,NONE,NONE,NONE,UP,EARLY,0,,NONE,0
2026-01-15 16:00:00+00:00,2026-01-15 20:00:00+00:00,LONG,96736.64346,95469.2,0.056899861991405495,0.056899861991405495,2,4,OPEN_LONG_SIGNAL,CLOSE_HARD_STOP,-0.014910039334935184,0.000455198895931244,0.0,-0.015365238230866428,-0.014910039334935184,-0.2620399911899134,0.0,0.0,,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST,0,0,0,NORMAL,NONE,NONE,NONE,NONE,NONE,0,,NONE,0
2026-01-15 21:00:00+00:00,2026-01-16 05:00:00+00:00,LONG,95239.84416000001,95233.4,0.0004399803001433611,0.0004399803001433611,0,8,OPEN_LONG_SIGNAL,CLOSE_MAX_HOLD_BARS,-5.954027909190247e-07,3.5198424011468888e-06,0.0,-4.115245192065913e-06,-5.954027909190247e-07,-0.0013532487493758732,0.0,0.0,CLOSE_LT_EMA_FAST,CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,0,0,0,NORMAL,DOWN,WEAK,EARLY,DOWN,EARLY,0,,NONE,0
2026-01-19 01:00:00+00:00,2026-01-19 03:00:00+00:00,SHORT,92639.66836,92516.8,0.06,0.06,0,2,OPEN_SHORT_CRASH,CLOSE_SHORT_REVERSE_CONFIRMED,0.0015915647649668652,0.00047999999999999996,0.0,0.0011115647649668652,0.0015915647649668652,0.02652607941611442,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,NORMAL,EARLY,DOWN,EXHAUSTION,0,,PROBATION,0
2026-01-20 07:00:00+00:00,2026-01-21 01:00:00+00:00,SHORT,90876.3211,88895.5,0.06,0.06,0,18,OPEN_SHORT_CRASH,CLOSE_CRASH_MAX_HOLD_BARS,0.02615626701464262,0.00047999999999999996,0.0,0.02567626701464262,0.02615626701464262,0.435937783577377,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,STRONG,EARLY,DOWN,CONTINUATION,0,,PROBATION,0
2026-01-25 09:00:00+00:00,2026-01-25 11:00:00+00:00,SHORT,88237.24902,88616.0,0.06,0.06,0,2,OPEN_SHORT_CRASH,CLOSE_HARD_STOP,-0.005150899206943526,0.00047999999999999996,0.0,-0.0056308992069435265,-0.005150899206943526,-0.08584832011572543,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,STRONG,ACCELERATION,DOWN,CONTINUATION,0,,PROBATION,0
2026-01-25 19:00:00+00:00,2026-01-26 02:00:00+00:00,SHORT,87352.72596,87661.7,0.06,0.06,0,7,OPEN_SHORT_CRASH,CLOSE_REVERSE_SIGNAL,-0.004244502320051022,0.00047999999999999996,0.0,-0.004724502320051022,-0.004244502320051022,-0.0707417053341837,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,NORMAL,CONTINUATION,DOWN,CONTINUATION,0,,PROBATION,0
2026-01-29 16:00:00+00:00,2026-01-30 10:00:00+00:00,SHORT,84880.92042,82320.5,0.06,0.06,0,18,OPEN_SHORT_CRASH,CLOSE_CRASH_MAX_HOLD_BARS,0.0361978226531582,0.00047999999999999996,0.0,0.0357178226531582,0.0361978226531582,0.6032970442193033,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,NORMAL,EARLY,DOWN,EARLY,0,,PROBATION,0
2026-01-31 17:00:00+00:00,2026-02-01 05:00:00+00:00,SHORT,80304.9358,78938.3,0.06,0.06,0,12,OPEN_SHORT_CRASH,CLOSE_REVERSE_SIGNAL,0.02042169567365502,0.00047999999999999996,0.0,0.01994169567365502,0.02042169567365502,0.340361594560917,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,NORMAL,EARLY,DOWN,CONTINUATION,0,,PROBATION,0
2026-02-03 19:00:00+00:00,2026-02-03 20:00:00+00:00,SHORT,73097.07766,74893.9,0.06,0.06,0,1,OPEN_SHORT_CRASH,CLOSE_HARD_STOP,-0.02949757879554605,0.00047999999999999996,0.0,-0.02997757879554605,-0.02949757879554605,-0.49162631325910083,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW|LOWER_HIGH_LOW,0,0,1,CRASH,DOWN,STRONG,EARLY,DOWN,ACCELERATION,0,,PROBATION,0
2026-02-05 16:00:00+00:00,2026-02-06 02:00:00+00:00,SHORT,67438.5096,65666.0,0.06,0.06,0,10,OPEN_SHORT_CRASH,CLOSE_CRASH_TRAIL,0.03154001374905838,0.00047999999999999996,0.0,0.031060013749058382,0.03154001374905838,0.5256668958176397,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,NORMAL,CONTINUATION,DOWN,CONTINUATION,0,,PROBATION,0
2026-02-12 18:00:00+00:00,2026-02-13 00:00:00+00:00,SHORT,65370.72324000001,66243.2,0.08569133713841438,0.08569133713841438,1,6,OPEN_SHORT_CRASH,CLOSE_CRASH_FAILED,-0.022873756471105743,0.0006855306971073151,0.0,-0.02355928716821306,-0.022873756471105743,-0.26693195875982795,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,NORMAL,EARLY,DOWN,EARLY,0,,PROBATION,0
2026-02-13 04:00:00+00:00,2026-02-13 12:00:00+00:00,SHORT,66506.29608,67137.8,0.11251402050256729,0.11251402050256729,2,8,OPEN_SHORT_SIGNAL,CLOSE_MAX_HOLD_BARS,-0.021367313830516942,0.0009001121640205384,0.0,-0.02226742599453748,-0.021367313830516942,-0.18990801088678005,0.0,0.0,EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,0,NORMAL,NONE,WEAK,NONE,NONE,NONE,0,,NONE,0
2026-02-13 13:00:00+00:00,2026-02-13 16:00:00+00:00,SHORT,67036.68998000001,68652.1,0.11773569136857988,0.11773569136857988,2,3,OPEN_SHORT_SIGNAL,CLOSE_REVERSE_SIGNAL,-0.056742484035286776,0.0009418855309486391,0.0,-0.05768436956623541,-0.056742484035286776,-0.48194802591892405,0.0,0.0,EMA_FAST_LT_EMA_SLOW,,0,0,0,NORMAL,NONE,WEAK,NONE,NONE,NONE,0,,NONE,0
2026-02-14 12:00:00+00:00,2026-02-14 13:00:00+00:00,SHORT,70450.70704000001,69602.2,0.01764149844646454,0.01764149844646454,0,1,OPEN_SHORT_SIGNAL,CLOSE_REVERSE_SIGNAL,0.00424947775739865,0.00014113198757171631,0.0,0.004108345769826933,0.00424947775739865,0.24087963787737485,0.0,0.0,,,0,0,0,NORMAL,UP,NORMAL,CONTINUATION,UP,CONTINUATION,0,,NONE,0
2026-02-14 15:00:00+00:00,2026-02-14 16:00:00+00:00,SHORT,69653.36654,69754.2,0.017149530351161957,0.017149530351161957,0,1,OPEN_SHORT_SIGNAL,CLOSE_REVERSE_SIGNAL,-0.0004965291897813783,0.00013719624280929567,0.0,-0.000633725432590674,-0.0004965291897813783,-0.028952932215297447,0.0,0.0,,,0,0,0,NORMAL,UP,NORMAL,EARLY,UP,EARLY,0,,NONE,0
2026-02-16 10:00:00+00:00,2026-02-16 13:00:00+00:00,SHORT,68947.2078,69739.3,0.11313485130667687,0.11313485130667687,2,3,OPEN_SHORT_SIGNAL,CLOSE_HARD_STOP,-0.02599473891042139,0.0009050788104534149,0.0,-0.026899817720874807,-0.02599473891042139,-0.22976773832456754,0.0,0.0,EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,0,NORMAL,NONE,WEAK,NONE,NONE,NONE,0,,NONE,0
2026-02-17 01:00:00+00:00,2026-02-17 17:00:00+00:00,SHORT,68836.13002,67493.1,0.10771808441728355,0.10771808441728355,2,16,OPEN_SHORT_SIGNAL,CLOSE_TREND_EXIT_CONFIRMED,0.04203275838640908,0.0008617446753382684,0.0,0.04117101371107081,0.04203275838640908,0.39021078599560444,0.0,0.0,EMA_FAST_LT_EMA_SLOW,CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,0,0,0,TREND,NONE,WEAK,NONE,DOWN,EARLY,0,CLOSE_TREND_EXIT_CONFIRMED,TREND,0
2026-02-19 08:00:00+00:00,2026-02-19 20:00:00+00:00,SHORT,67166.96392,67022.8,0.11147265668958425,0.11147265668958425,2,12,OPEN_SHORT_SIGNAL,CLOSE_TREND_EXIT_CONFIRMED,0.004785190285011106,0.000891781253516674,0.0,0.0038934090314944316,0.004785190285011106,0.04292703185801279,0.0,0.0,EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,0,TREND,NONE,WEAK,NONE,UP,REVERSAL_RISK,0,CLOSE_TREND_EXIT_CONFIRMED,TREND,0
2026-02-19 21:00:00+00:00,2026-02-20 02:00:00+00:00,SHORT,67105.17628000001,67249.3,0.119214303791523,0.119214303791523,2,5,OPEN_SHORT_SIGNAL,CLOSE_REVERSE_SIGNAL,-0.005120799882248084,0.000953714430332184,0.0,-0.006074514312580269,-0.005120799882248084,-0.04295457608176889,0.0,0.0,EMA_FAST_LT_EMA_SLOW,,0,0,0,NORMAL,NONE,NONE,NONE,UP,REVERSAL_RISK,0,,NONE,0
2026-02-20 03:00:00+00:00,2026-02-20 10:00:00+00:00,SHORT,67194.5584,68174.2,0.11782546937465668,0.11782546937465668,2,7,OPEN_SHORT_SIGNAL,CLOSE_HARD_STOP,-0.03435597586692079,0.0009426037549972534,0.0,-0.03529857962191804,-0.03435597586692079,-0.29158361133005156,0.0,0.0,,,0,0,0,NORMAL,UP,WEAK,REVERSAL_RISK,UP,EARLY,0,,NONE,0
2026-02-23 02:00:00+00:00,2026-02-23 07:00:00+00:00,SHORT,64374.32256,65717.7,0.06,0.06,0,5,OPEN_SHORT_CRASH,CLOSE_HARD_STOP,-0.0250418624055808,0.00047999999999999996,0.0,-0.0255218624055808,-0.0250418624055808,-0.4173643734263467,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,STRONG,EARLY,DOWN,CONTINUATION,0,,PROBATION,0
2026-02-27 04:00:00+00:00,2026-02-27 10:00:00+00:00,LONG,67570.91148,67318.3,0.11367678493261336,0.11367678493261336,2,6,OPEN_LONG_SIGNAL,CLOSE_LONG_DOWNTREND_CONFIRMED,-0.008499533380415572,0.000909414279460907,0.0,-0.009408947659876479,-0.008499533380415572,-0.0747692977546297,0.0,0.0,EMA_FAST_LT_EMA_SLOW,CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,0,0,0,NORMAL,NONE,NONE,NONE,NONE,NONE,0,CLOSE_LONG_DOWNTREND_CONFIRMED,NONE,0
2026-02-28 08:00:00+00:00,2026-02-28 14:00:00+00:00,SHORT,63774.64252,65069.5,0.06,0.06,0,6,OPEN_SHORT_CRASH,CLOSE_HARD_STOP,-0.024364369827909443,0.00047999999999999996,0.0,-0.024844369827909444,-0.024364369827909443,-0.4060728304651574,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,NORMAL,EARLY,NONE,NONE,0,,PROBATION,0
2026-03-06 15:00:00+00:00,2026-03-07 03:00:00+00:00,SHORT,68354.02646,68320.0,0.11183596089482306,0.11183596089482306,2,12,OPEN_SHORT_CRASH,CLOSE_CRASH_FAILED,0.001113433120776117,0.0008946876871585845,0.0,0.0002187454336175325,0.001113433120776117,0.009955948979803135,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,NORMAL,EARLY,NONE,NONE,0,,PROBATION,0
2026-03-14 05:00:00+00:00,2026-03-14 13:00:00+00:00,LONG,71010.49926,70733.5,0.030733618512749673,0.030733618512749673,2,8,OPEN_LONG_SIGNAL,CLOSE_MAX_HOLD_BARS,-0.0023977270048428792,0.00024586894810199735,0.0,-0.0026435959529448765,-0.0023977270048428792,-0.07801642373637831,0.0,0.0,EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,0,NORMAL,NONE,NONE,NONE,NONE,NONE,0,,NONE,0
2026-03-16 11:00:00+00:00,2026-03-16 19:00:00+00:00,LONG,73760.2491,73883.1,0.11411626487970353,0.11411626487970353,2,8,OPEN_LONG_SIGNAL,CLOSE_MAX_HOLD_BARS,0.0038013119576383128,0.0009129301190376282,0.0,0.0028883818386006843,0.0038013119576383128,0.03331086906538251,0.0,0.0,,,0,0,0,NORMAL,UP,NORMAL,EARLY,UP,EARLY,0,,NONE,0
2026-03-18 14:00:00+00:00,2026-03-19 04:00:00+00:00,SHORT,72090.0791,71180.0,0.0854663847386837,0.0854663847386837,1,14,OPEN_SHORT_CRASH,CLOSE_CRASH_FAILED,0.02157888338431168,0.0006837310779094697,0.0,0.02089515230640221,0.02157888338431168,0.25248386778368864,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,NORMAL,EARLY,NONE,NONE,0,,PROBATION,0
2026-03-27 11:00:00+00:00,2026-03-28 00:00:00+00:00,SHORT,66443.10871999999,66364.1,0.06,0.06,0,13,OPEN_SHORT_CRASH,CLOSE_CRASH_FAILED,0.0014269420234312622,0.00047999999999999996,0.0,0.0009469420234312622,0.0014269420234312622,0.023782367057187705,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,STRONG,EARLY,NONE,NONE,0,,PROBATION,0
2026-04-07 18:00:00+00:00,2026-04-08 01:00:00+00:00,LONG,68683.83402000001,71681.9,0.055053514242172245,0.055053514242172245,2,7,OPEN_LONG_SIGNAL,CLOSE_CONTINUE_SIGNAL_FAILED,0.048061984449161425,0.0004404281139373779,0.0,0.047621556335224045,0.048061984449161425,0.8730048410305632,0.0,0.0,EMA_FAST_LT_EMA_SLOW,,0,0,0,NORMAL,NONE,NONE,NONE,UP,EARLY,0,,NONE,0
2026-04-09 01:00:00+00:00,2026-04-09 09:00:00+00:00,LONG,70793.1558,71207.5,0.11226618215441704,0.11226618215441704,2,8,OPEN_LONG_SIGNAL,CLOSE_MAX_HOLD_BARS,0.013141621080784472,0.0008981294572353363,0.0,0.012243491623549136,0.013141621080784472,0.11705770008913965,0.0,0.0,CLOSE_LT_EMA_FAST,,0,0,0,NORMAL,DOWN,WEAK,EARLY,NONE,NONE,0,,NONE,0
2026-04-17 03:00:00+00:00,2026-04-17 11:00:00+00:00,LONG,74685.4341,75229.6,0.11646810397505761,0.11646810397505761,2,8,OPEN_LONG_SIGNAL,CLOSE_MAX_HOLD_BARS,0.016971976231944172,0.0009317448318004608,0.0,0.016040231400143712,0.016971976231944172,0.14572209603050487,0.0,0.0,CLOSE_LT_EMA_FAST,,0,0,0,NORMAL,NONE,NONE,NONE,NONE,NONE,0,,NONE,0
2026-04-18 15:00:00+00:00,2026-04-18 19:00:00+00:00,LONG,76226.44223999999,75603.7,0.05731055736541748,0.05731055736541748,2,4,OPEN_LONG_SIGNAL,CLOSE_HARD_STOP,-0.0093641271507907,0.00045848445892333986,0.0,-0.00982261160971404,-0.0093641271507907,-0.16339270775337514,0.0,0.0,CLOSE_LT_EMA_FAST,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,0,0,0,NORMAL,DOWN,WEAK,EARLY,DOWN,EARLY,0,,NONE,0
2026-04-21 19:00:00+00:00,2026-04-22 03:00:00+00:00,LONG,75578.21262,77568.0,0.0840916246175766,0.0840916246175766,2,8,OPEN_LONG_SIGNAL,CLOSE_MAX_HOLD_BARS,0.04427848916434212,0.0006727329969406127,0.0,0.043605756167401505,0.04427848916434212,0.5265505258782591,0.0,0.0,CLOSE_LT_EMA_FAST,,0,0,0,NORMAL,NONE,NONE,NONE,UP,EARLY,0,,NONE,0
2026-04-23 13:00:00+00:00,2026-04-23 21:00:00+00:00,LONG,77842.36536,77841.3,0.010325369518250228,0.010325369518250228,2,8,OPEN_LONG_SIGNAL,CLOSE_MAX_HOLD_BARS,-2.8262850490269846e-06,8.260295614600183e-05,0.0,-8.542924119502882e-05,-2.8262850490269846e-06,-0.00027372241197096993,0.0,0.0,CLOSE_LT_EMA_FAST,EMA_FAST_LT_EMA_SLOW,0,0,0,NORMAL,NONE,NONE,NONE,NONE,NONE,0,,NONE,0
2026-04-23 22:00:00+00:00,2026-04-24 06:00:00+00:00,LONG,77835.0639,77911.1,0.014033173583447934,0.014033173583447934,2,8,OPEN_LONG_SIGNAL,CLOSE_MAX_HOLD_BARS,0.00027417663362606297,0.00011226538866758347,0.0,0.0001619112449584795,0.00027417663362606297,0.019537749746746744,0.0,0.0,EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,0,NORMAL,NONE,NONE,NONE,NONE,NONE,0,,NONE,0
2026-04-27 07:00:00+00:00,2026-04-27 09:00:00+00:00,SHORT,77642.36842,77763.4,0.06,0.06,0,2,OPEN_SHORT_CRASH,CLOSE_CRASH_FAILED,-0.0018706010514045878,0.00047999999999999996,0.0,-0.002350601051404588,-0.0018706010514045878,-0.031176684190076465,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST,0,0,1,CRASH,NONE,WEAK,NONE,NONE,NONE,0,,PROBATION,0
2026-04-29 06:00:00+00:00,2026-04-29 07:00:00+00:00,SHORT,77239.24906,76978.5,0.05958960801362992,0.05958960801362992,0,1,OPEN_SHORT_SIGNAL,CLOSE_REVERSE_SIGNAL,0.0040233260847092394,0.0004767168641090393,0.0,0.0035466092206002,0.0040233260847092394,0.06751724367424912,0.0,0.0,,,0,0,0,NORMAL,NONE,WEAK,NONE,UP,REVERSAL_RISK,0,,NONE,0
2026-04-29 16:00:00+00:00,2026-04-30 01:00:00+00:00,SHORT,75873.92218000001,76199.1,0.06,0.06,0,9,OPEN_SHORT_CRASH,CLOSE_CRASH_FAILED,-0.005142918314862796,0.00047999999999999996,0.0,-0.005622918314862797,-0.005142918314862796,-0.08571530524771327,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST,EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,NONE,WEAK,NONE,NONE,NONE,0,,PROBATION,0
2026-05-13 14:00:00+00:00,2026-05-14 01:00:00+00:00,SHORT,79601.87644000001,79540.1,0.06,0.06,0,11,OPEN_SHORT_CRASH,CLOSE_REVERSE_SIGNAL,0.0009312811621454503,0.00047999999999999996,0.0,0.0004512811621454504,0.0009312811621454503,0.015521352702424173,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,NORMAL,EARLY,DOWN,CONTINUATION,0,,PROBATION,0
2026-05-16 01:00:00+00:00,2026-05-16 03:00:00+00:00,LONG,79091.41512,79113.9,0.08634083122015,0.08634083122015,1,2,OPEN_LONG_SIGNAL,CLOSE_REVERSE_SIGNAL,0.0004909162963234086,0.0006907266497612,0.0,-0.00019981035343779143,0.0004909162963234086,0.005685795346024418,0.0,0.0,EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,0,NORMAL,NONE,WEAK,NONE,NONE,NONE,0,,NONE,0
2026-05-18 02:00:00+00:00,2026-05-18 12:00:00+00:00,SHORT,77069.0831,77255.1,0.06,0.06,0,10,OPEN_SHORT_CRASH,CLOSE_CRASH_FAILED,-0.002896366104555392,0.00047999999999999996,0.0,-0.003376366104555392,-0.002896366104555392,-0.04827276840925654,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,WEAK,EARLY,NONE,NONE,0,,PROBATION,0
2026-05-24 22:00:00+00:00,2026-05-25 06:00:00+00:00,LONG,76121.12117999999,77369.9,0.1138995960354805,0.1138995960354805,2,8,OPEN_LONG_SIGNAL,CLOSE_MAX_HOLD_BARS,0.03737081139394348,0.000911196768283844,0.0,0.036459614625659637,0.03737081139394348,0.32810310742719595,0.0,0.0,CLOSE_LT_EMA_FAST,,0,0,0,NORMAL,DOWN,WEAK,REVERSAL_RISK,UP,EARLY,0,,NONE,0
2026-06-01 15:00:00+00:00,2026-06-02 21:00:00+00:00,SHORT,71534.1903,67556.0,0.06,0.06,0,30,OPEN_SHORT_CRASH,CLOSE_CRASH_MAX_HOLD_BARS,0.0667349185051166,0.00047999999999999996,0.0,0.06625491850511661,0.0667349185051166,1.1122486417519435,0.0,0.0,DOWN_RET6_ATR|CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,CLOSE_LT_EMA_FAST|EMA_FAST_LT_EMA_SLOW,0,0,1,CRASH,DOWN,NORMAL,CONTINUATION,DOWN,CONTINUATION,0,,PROBATION,0
